CrashID,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashLoc,CrashMonth,CrashSevr,CrashType,CrashYear,City,County,HitRun
105119181,No,Sunday,Non-Roadway,15,Non-Roadway,May,C: Possible Injury,Non-Roadway,2017,Charlotte,Mecklenburg,Yes
105120256,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,0,Intersection,May,O: No Injury,Motorist Drive Through - Sign-Controlled Intersection,2017,Hickory,Catawba,Yes
105120716,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,10,Intersection,April,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Dunn,Harnett,No
105120938,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,15,Intersection,February,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Dunn,Harnett,No
105121242,No,Wednesday,Crossing Paths - Other Circumstances,10,Intersection,May,O: No Injury,Crossing Paths - Intersection - Other / Unknown,2017,Jacksonville,Onslow,No
105122418,No,Sunday,Bicyclist Left Turn / Merge,18,Non-Intersection,May,A: Suspected Serious Injury,Bicyclist Left Turn - Same Direction,2017,Clayton,Johnston,No
105123729,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,19,Intersection,May,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Jacksonville,Onslow,No
105123801,No,Tuesday,Motorist Right Turn / Merge,8,Non-Intersection,May,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Durham,Durham,No
105124359,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,8,Intersection,May,O: No Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Wilmington,New Hanover,No
105125137,No,Thursday,Non-Roadway,19,Non-Roadway,June,C: Possible Injury,Non-Roadway,2017,Durham,Durham,No
105125493,No,Sunday,Motorist Overtaking Bicyclist,17,Non-Intersection,May,K: Killed,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Jones,No
105126032,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,15,Intersection,May,O: No Injury,Bicyclist Ride Through - Signalized Intersection,2017,Kitty Hawk,Dare,No
105126484,No,Friday,Motorist Overtaking Bicyclist,16,Non-Intersection,June,C: Possible Injury,Motorist Overtaking - Misjudged Space,2017,Morrisville,Wake,No
105127075,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,16,Intersection,June,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Apex,Wake,No
105127079,No,Sunday,Motorist Overtaking Bicyclist,14,Intersection-Related,June,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,Mint Hill,Mecklenburg,No
105128503,No,Wednesday,Motorist Overtaking Bicyclist,9,Intersection-Related,June,C: Possible Injury,Motorist Overtaking - Undetected Bicyclist,2017,Raleigh,Wake,No
105128648,No,Sunday,Non-Roadway,15,Non-Roadway,June,C: Possible Injury,Non-Roadway,2017,Greensboro,Guilford,No
105130569,No,Monday,Motorist Overtaking Bicyclist,18,Non-Intersection,May,K: Killed,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Wilkes,No
105130845,Yes,Monday,Motorist Overtaking Bicyclist,19,Non-Intersection,June,O: No Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Carteret,No
105131318,Yes,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection,June,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Wilmington,New Hanover,No
105131649,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,12,Intersection,June,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,2017,Charlotte,Mecklenburg,No
105131758,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection,May,K: Killed,Motorist Drive Out - Sign-Controlled Intersection,2017,Wilmington,New Hanover,No
105131771,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,17,Intersection,June,O: No Injury,Bicyclist Ride Through - Signalized Intersection,2017,Bessemer City,Gaston,No
105132059,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,13,Intersection,June,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Gastonia,Gaston,No
105132442,No,Sunday,Backing Vehicle,14,Non-Intersection,May,C: Possible Injury,Backing Vehicle,2017,Greenville,Pitt,No
105132607,No,Monday,Motorist Overtaking Bicyclist,23,Non-Intersection,June,A: Suspected Serious Injury,Motorist Overtaking - Undetected Bicyclist,2017,Mount Holly,Gaston,No
105132833,No,Saturday,Crossing Paths - Other Circumstances,10,Intersection-Related,June,C: Possible Injury,Signalized Intersection - Other / Unknown,2017,Lumberton,Robeson,No
105132890,No,Saturday,Motorist Overtaking Bicyclist,12,Non-Intersection,April,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Yancey,No
105134166,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17,Intersection,June,A: Suspected Serious Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,No
105135199,Yes,Sunday,Motorist Left Turn / Merge,21,Intersection,June,A: Suspected Serious Injury,Motorist Left Turn - Opposite Direction,2017,Charlotte,Mecklenburg,No
105135880,No,Monday,Motorist Overtaking Bicyclist,13,Intersection,June,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,Cherryville,Gaston,No
105135882,No,Saturday,Bicyclist Failed to Yield - Midblock,11,Non-Intersection,June,O: No Injury,Bicyclist Ride Out - Other Midblock,2017,Charlotte,Mecklenburg,Yes
105136229,No,Friday,Motorist Right Turn / Merge,15,Non-Intersection,June,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Wilson,Wilson,No
105136755,No,Thursday,Bicyclist Failed to Yield - Midblock,16,Non-Intersection,June,C: Possible Injury,Bicyclist Ride Out - Residential Driveway,2017,Raleigh,Wake,No
105137385,No,Wednesday,Bicyclist Left Turn / Merge,19,Non-Intersection,June,A: Suspected Serious Injury,Bicyclist Left Turn - Same Direction,2017,None - Rural Crash,Johnston,No
105137932,No,Friday,Non-Roadway,14,Non-Roadway,June,O: No Injury,Non-Roadway,2017,Raleigh,Wake,No
105138004,Yes,Wednesday,Loss of Control / Turning Error,16,Intersection,May,K: Killed,Bicyclist Lost Control - Alcohol / Drug Impairment,2017,Wilmington,New Hanover,No
105138648,No,Tuesday,Non-Roadway,18,Non-Roadway,May,C: Possible Injury,Non-Roadway,2017,High Point,Guilford,Yes
105139101,No,Monday,Motorist Left Turn / Merge,10,Intersection,June,O: No Injury,Motorist Left Turn - Opposite Direction,2017,Raleigh,Wake,Yes
105140207,No,Saturday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18,Intersection,June,O: No Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,None - Rural Crash,Greene,No
105140297,No,Sunday,Motorist Overtaking Bicyclist,17,Non-Intersection,June,O: No Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Wayne,No
105140849,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,15,Intersection,June,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,No
105141444,No,Saturday,Bicyclist Failed to Yield - Midblock,9,Non-Intersection,May,C: Possible Injury,Bicyclist Ride Out - Other Midblock,2017,Durham,Durham,No
105142327,No,Wednesday,Motorist Failed to Yield - Midblock,16,Non-Intersection,June,C: Possible Injury,Motorist Drive Out - Residential Driveway,2017,New Bern,Craven,No
105142730,No,Sunday,Motorist Right Turn / Merge,22,Intersection-Related,June,O: No Injury,Motorist Right Turn - Opposite Direction,2017,Burlington,Alamance,Yes
105142794,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,June,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,No
105143316,No,Monday,Non-Roadway,9,Non-Roadway,June,C: Possible Injury,Non-Roadway,2017,Burgaw,Pender,Yes
105143659,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,6,Intersection,June,C: Possible Injury,Motorist Drive Through - Sign-Controlled Intersection,2017,Wilmington,New Hanover,No
105143885,No,Tuesday,Motorist Left Turn / Merge,19,Intersection,June,C: Possible Injury,Motorist Left Turn - Opposite Direction,2017,Wendell,Wake,No
105144323,No,Wednesday,Motorist Failed to Yield - Signalized Intersection,15,Intersection,June,O: No Injury,Motorist Drive Through - Signalized Intersection,2017,Kitty Hawk,Dare,No
105145237,Yes,Saturday,Bicyclist Right Turn / Merge,21,Non-Intersection,June,C: Possible Injury,Bicyclist Right Turn - Same Direction,2017,None - Rural Crash,Robeson,No
105145678,No,Sunday,Backing Vehicle,8,Non-Intersection,June,C: Possible Injury,Backing Vehicle,2017,None - Rural Crash,Brunswick,No
105146482,No,Thursday,Crossing Paths - Other Circumstances,22,Intersection,June,C: Possible Injury,Signalized Intersection - Other / Unknown,2017,Salisbury,Rowan,Yes
105146933,No,Thursday,Motorist Left Turn / Merge,17,Intersection,June,O: No Injury,Motorist Left Turn - Opposite Direction,2017,Greensboro,Guilford,No
105147628,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,8,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,Yes
105148218,Yes,Thursday,Bicyclist Left Turn / Merge,17,Intersection,June,A: Suspected Serious Injury,Bicyclist Left Turn - Same Direction,2017,None - Rural Crash,Iredell,No
105150349,No,Tuesday,Motorist Failed to Yield - Midblock,12,Non-Intersection,June,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Greenville,Pitt,No
105150488,No,Saturday,Motorist Left Turn / Merge,11,Intersection,June,C: Possible Injury,Motorist Left Turn - Opposite Direction,2017,Laurinburg,Scotland,No
105151164,Yes,Friday,Motorist Overtaking Bicyclist,0,Non-Intersection,June,K: Killed,Motorist Overtaking - Other / Unknown,2017,Charlotte,Mecklenburg,Yes
105151475,No,Tuesday,Motorist Left Turn / Merge,12,Intersection,June,C: Possible Injury,Motorist Left Turn - Same Direction,2017,Atlantic Beach,Carteret,No
105152220,No,Thursday,Bicyclist Left Turn / Merge,10,Intersection,July,C: Possible Injury,Bicyclist Left Turn - Same Direction,2017,Gastonia,Gaston,No
105152287,No,Thursday,Bicyclist Failed to Yield - Signalized Intersection,10,Intersection,July,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,2017,Greensboro,Guilford,No
105152296,No,Friday,Motorist Failed to Yield - Signalized Intersection,15,Intersection,June,A: Suspected Serious Injury,Motorist Drive Through - Signalized Intersection,2017,Pinehurst,Moore,No
105152962,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,12,Intersection,July,O: No Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Rocky Mount,Nash,No
105153313,Yes,Saturday,Head-On,1,Non-Intersection,June,K: Killed,Head-On - Bicyclist,2017,Greensboro,Guilford,No
105153477,No,Tuesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,16,Intersection,June,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Durham,Durham,No
105155190,No,Saturday,Motorist Right Turn / Merge,9,Intersection,July,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Duck,Dare,No
105155854,No,Saturday,Motorist Overtaking Bicyclist,16,Non-Intersection,July,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Buncombe,No
105156440,No,Thursday,Bicyclist Right Turn / Merge,17,Non-Intersection,July,C: Possible Injury,Bicyclist Right Turn - Same Direction,2017,Garner,Wake,No
105156682,No,Tuesday,Bicyclist Right Turn / Merge,22,Non-Intersection,July,A: Suspected Serious Injury,Bicyclist Right Turn - Opposite Direction,2017,Rocky Mount,Nash,No
105157682,No,Sunday,Motorist Right Turn / Merge,20,Intersection,July,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Lenoir,Caldwell,Yes
105157751,No,Tuesday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,July,C: Possible Injury,Bicyclist Ride Out - Commercial Driveway / Alley,2017,Matthews,Mecklenburg,No
105158256,No,Wednesday,Non-Roadway,18,Non-Roadway,July,A: Suspected Serious Injury,Non-Roadway,2017,None - Rural Crash,Pender,No
105158497,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,8,Intersection,July,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Oxford,Granville,No
105158696,No,Sunday,Bicyclist Overtaking Motorist,17,Non-Intersection,July,C: Possible Injury,Bicyclist Overtaking - Extended Door,2017,Wrightsville Beach,New Hanover,Yes
105158929,No,Tuesday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,July,C: Possible Injury,Bicyclist Ride Out - Residential Driveway,2017,None - Rural Crash,Brunswick,No
105159280,No,Thursday,Motorist Overtaking Bicyclist,20,Non-Intersection,July,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Robeson,No
105159920,No,Thursday,Loss of Control / Turning Error,23,Intersection,June,O: No Injury,Bicyclist Lost Control - Other / Unknown,2017,Elizabeth City,Pasquotank,No
105159979,No,Saturday,Motorist Left Turn / Merge,11,Intersection-Related,July,O: No Injury,Motorist Left Turn - Opposite Direction,2017,Conover,Catawba,No
105160357,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,11,Intersection,July,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Durham,Durham,No
105160522,No,Saturday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,July,C: Possible Injury,Bicyclist Ride Out - Midblock - Unknown,2017,None - Rural Crash,Brunswick,Yes
105160613,No,Sunday,Bicyclist Failed to Yield - Midblock,21,Non-Intersection,July,C: Possible Injury,Bicyclist Ride Out - Other Midblock,2017,High Point,Guilford,No
105160914,No,Monday,Motorist Overtaking Bicyclist,19,Non-Intersection,June,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Lincoln,No
105160920,No,Tuesday,Loss of Control / Turning Error,17,Intersection-Related,June,C: Possible Injury,Bicyclist Turning Error - Left Turn,2017,None - Rural Crash,Harnett,No
105161581,No,Friday,Bicyclist Left Turn / Merge,5,Intersection,July,C: Possible Injury,Bicyclist Left Turn - Same Direction,2017,None - Rural Crash,Guilford,No
105162202,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,12,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,No
105162276,No,Monday,Motorist Failed to Yield - Midblock,18,Non-Intersection,July,O: No Injury,Motorist Drive Out - Other Midblock,2017,None - Rural Crash,Dare,Yes
105162363,No,Monday,Bicyclist Left Turn / Merge,11,Non-Intersection,June,C: Possible Injury,Bicyclist Left Turn - Same Direction,2017,None - Rural Crash,Cumberland,No
105162932,No,Tuesday,Crossing Paths - Other Circumstances,10,Intersection,July,C: Possible Injury,Crossing Paths - Uncontrolled Intersection,2017,Asheville,Buncombe,No
105164450,No,Thursday,Motorist Failed to Yield - Signalized Intersection,10,Intersection,June,O: No Injury,Motorist Drive Out - Right Turn on Red,2017,Wilmington,New Hanover,No
105164606,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,20,Intersection,June,O: No Injury,Bicyclist Ride Through - Signalized Intersection,2017,Kitty Hawk,Dare,No
105164712,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,No
105165033,No,Wednesday,Bicyclist Failed to Yield - Midblock,13,Non-Intersection,June,O: No Injury,Bicyclist Ride Out - Commercial Driveway / Alley,2017,Wilmington,New Hanover,No
105165143,No,Sunday,Bicyclist Failed to Yield - Signalized Intersection,21,Intersection,July,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,2017,Kill Devil Hills,Dare,No
105165874,No,Wednesday,Motorist Right Turn / Merge,19,Non-Intersection,July,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Charlotte,Mecklenburg,No
105166466,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,9,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,None - Rural Crash,Orange,No
105166560,No,Saturday,Motorist Overtaking Bicyclist,9,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Cabarrus,No
105166912,No,Thursday,Loss of Control / Turning Error,7,Intersection-Related,July,A: Suspected Serious Injury,Bicyclist Turning Error - Right Turn,2017,Marshville,Union,No
105167425,No,Friday,Motorist Right Turn / Merge,21,Intersection,July,C: Possible Injury,Motorist Right Turn on Red - Same Direction,2017,Charlotte,Mecklenburg,No
105167667,Yes,Sunday,Motorist Overtaking Bicyclist,21,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,Rocky Mount,Nash,Yes
105168033,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14,Intersection,June,O: No Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Swansboro,Onslow,No
105169351,No,Monday,Loss of Control / Turning Error,20,Non-Intersection,July,C: Possible Injury,Bicyclist Lost Control - Mechanical Problems,2017,Charlotte,Mecklenburg,No
105169603,Yes,Sunday,Motorist Right Turn / Merge,10,Intersection-Related,July,C: Possible Injury,Motorist Right Turn - Opposite Direction,2017,Selma,Johnston,No
105169916,No,Saturday,Motorist Left Turn / Merge,9,Intersection,July,K: Killed,Motorist Left Turn - Opposite Direction,2017,None - Rural Crash,Polk,No
105170360,No,Tuesday,Motorist Right Turn / Merge,12,Intersection,July,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Greensboro,Guilford,No
105170435,No,Tuesday,Bicyclist Right Turn / Merge,22,Non-Intersection,July,A: Suspected Serious Injury,Bicyclist Right Turn - Opposite Direction,2017,Rocky Mount,Nash,No
105170713,No,Thursday,Bicyclist Left Turn / Merge,12,Intersection-Related,July,K: Killed,Bicyclist Left Turn - Same Direction,2017,Lumberton,Robeson,No
105171213,No,Monday,Motorist Right Turn / Merge,8,Intersection,July,C: Possible Injury,Motorist Right Turn on Red - Opposite Direction,2017,Wilmington,New Hanover,No
105172547,Yes,Tuesday,Parallel Paths - Other Circumstances,22,Non-Intersection,June,C: Possible Injury,Parallel Paths - Other / Unknown,2017,Charlotte,Mecklenburg,No
105173224,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,15,Intersection,July,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,2017,Jacksonville,Onslow,No
105173446,No,Tuesday,Motorist Left Turn / Merge,16,Intersection,July,C: Possible Injury,Motorist Left Turn - Opposite Direction,2017,Kill Devil Hills,Dare,No
105173660,No,Friday,Bicyclist Failed to Yield - Midblock,23,Non-Intersection,July,C: Possible Injury,Bicyclist Ride Out - Commercial Driveway / Alley,2017,Boone,Watauga,No
105174054,No,Sunday,Bicyclist Right Turn / Merge,18,Non-Intersection,July,O: No Injury,Bicyclist Right Turn - Opposite Direction,2017,Durham,Durham,No
105174516,No,Friday,Motorist Overtaking Bicyclist,13,Non-Intersection,July,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Wilkes,No
105176078,Yes,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,21,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Greensboro,Guilford,No
105176431,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,12,Intersection,July,C: Possible Injury,Bicyclist Ride Out - Sign-Controlled Intersection,2017,Wilmington,New Hanover,No
105176532,No,Saturday,Backing Vehicle,21,Intersection,July,C: Possible Injury,Backing Vehicle,2017,Kill Devil Hills,Dare,No
105176533,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,3,Intersection,July,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,2017,Kill Devil Hills,Dare,No
105176858,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,15,Intersection,July,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Raleigh,Wake,No
105177453,No,Monday,Bicyclist Left Turn / Merge,14,Non-Intersection,July,C: Possible Injury,Bicyclist Left Turn - Same Direction,2017,None - Rural Crash,Davidson,Yes
105177643,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,11,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Duck,Dare,No
105177999,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,14,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2017,Greenville,Pitt,No
105179126,No,Wednesday,Motorist Failed to Yield - Midblock,18,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Cary,Wake,No
105179188,No,Thursday,Other / Unknown - Insufficient Details,19,Non-Intersection,July,C: Possible Injury,Unknown Approach Paths,2017,Roanoke Rapids,Halifax,Yes
105180479,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18,Intersection,August,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Belmont,Gaston,No
105181000,No,Friday,Motorist Overtaking Bicyclist,5,Non-Intersection,June,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Richmond,No
105181247,Yes,Tuesday,Motorist Overtaking Bicyclist,21,Non-Intersection,August,O: No Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Pender,No
105182245,No,Tuesday,Motorist Overtaking Bicyclist,7,Non-Intersection,August,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Craven,No
105184033,No,Saturday,Motorist Right Turn / Merge,8,Non-Intersection,August,C: Possible Injury,Motorist Right Turn - Same Direction,2017,None - Rural Crash,Haywood,No
105184257,No,Tuesday,Motorist Overtaking Bicyclist,12,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Wake,No
105185027,No,Wednesday,Motorist Left Turn / Merge,9,Intersection,August,C: Possible Injury,Motorist Left Turn - Opposite Direction,2017,Raleigh,Wake,Yes
105185227,No,Friday,Motorist Failed to Yield - Signalized Intersection,18,Intersection,July,C: Possible Injury,Motorist Drive Through - Signalized Intersection,2017,Kill Devil Hills,Dare,No
105185622,No,Wednesday,Motorist Left Turn / Merge,15,Intersection,August,C: Possible Injury,Motorist Left Turn - Opposite Direction,2017,Charlotte,Mecklenburg,No
105186113,No,Tuesday,Motorist Failed to Yield - Midblock,19,Non-Intersection,June,O: No Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Asheville,Buncombe,Yes
105186647,No,Thursday,Other / Unusual Circumstances,14,Non-Intersection,August,C: Possible Injury,Motorist Intentionally Caused,2017,Goldsboro,Wayne,Yes
105187019,No,Friday,Non-Roadway,7,Non-Roadway,August,C: Possible Injury,Non-Roadway,2017,Matthews,Mecklenburg,No
105187780,No,Saturday,Motorist Overtaking Bicyclist,19,Non-Intersection,July,O: No Injury,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Harnett,No
105187786,No,Thursday,Motorist Overtaking Bicyclist,23,Non-Intersection,August,K: Killed,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Wake,Yes
105188871,Yes,Sunday,Motorist Overtaking Bicyclist,0,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,Laurinburg,Scotland,Yes
105189064,No,Tuesday,Motorist Overtaking Bicyclist,19,Non-Intersection,July,K: Killed,Motorist Overtaking - Other / Unknown,2017,Leland,Brunswick,No
105189080,No,Wednesday,Crossing Paths - Other Circumstances,11,Intersection,June,C: Possible Injury,Signalized Intersection - Other / Unknown,2017,Nags Head,Dare,No
105189454,No,Wednesday,Motorist Failed to Yield - Midblock,16,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Raleigh,Wake,No
105189495,No,Monday,Bicyclist Failed to Yield - Signalized Intersection,14,Intersection-Related,August,A: Suspected Serious Injury,Bicyclist Ride Through - Signalized Intersection,2017,Raleigh,Wake,No
105190466,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection,August,C: Possible Injury,Motorist Drive Through - Sign-Controlled Intersection,2017,Morrisville,Wake,No
105190620,No,Monday,Motorist Failed to Yield - Midblock,11,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Raleigh,Wake,No
105190717,No,Thursday,Loss of Control / Turning Error,13,Non-Intersection,August,C: Possible Injury,Bicyclist Lost Control - Other / Unknown,2017,Statesville,Iredell,No
105192341,No,Saturday,Motorist Failed to Yield - Midblock,14,Non-Intersection,July,O: No Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Nags Head,Dare,No
105192591,No,Wednesday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,August,C: Possible Injury,Bicyclist Ride Out - Commercial Driveway / Alley,2017,Burlington,Alamance,No
105193898,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,19,Intersection,August,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2017,Charlotte,Mecklenburg,No
105194015,No,Wednesday,Loss of Control / Turning Error,15,Intersection,August,O: No Injury,Bicyclist Turning Error - Left Turn,2017,Charlotte,Mecklenburg,No
105195532,No,Saturday,Motorist Overtaking Bicyclist,23,Intersection-Related,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,Wilmington,New Hanover,No
105195547,No,Tuesday,Motorist Right Turn / Merge,9,Intersection,August,C: Possible Injury,Motorist Right Turn - Same Direction,2017,Duck,Dare,No
105196120,Yes,Wednesday,Motorist Overtaking Bicyclist,12,Non-Intersection,July,K: Killed,Motorist Overtaking - Other / Unknown,2017,None - Rural Crash,Brunswick,No
105196940,No,Tuesday,Motorist Overtaking Bicyclist,18,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2017,Rocky Mount,Nash,No
105197130,No,Thursday,Motorist Left Turn / Merge,17,Intersection,June,C: Possible Injury,Motorist Left Turn - Opposite Direction,2017,Carrboro,Orange,No
105197230,No,Sunday,Loss of Control / Turning Error,19,Non-Intersection,August,B: Suspected Minor Injury,"Bicyclist Lost Control - Oversteering, Improper Braking, Speed",2017,Charlotte,Mecklenburg,No
105197240,No,Saturday,Motorist Failed to Yield - Midblock,20,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Other Midblock,2017,None - Rural Crash,Dare,No
105197313,No,Tuesday,Motorist Overtaking Bicyclist,11,Intersection-Related,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2017,Hope Mills,Cumberland,No
105197738,No,Monday,Non-Roadway,16,Non-Roadway,July,O: No Injury,Non-Roadway,2017,Fuquay-Varina,Wake,No
105197961,No,Sunday,Crossing Paths - Other Circumstances,8,Intersection-Related,August,C: Possible Injury,Signalized Intersection - Other / Unknown,2017,None - Rural Crash,Wake,No
105199938,No,Thursday,Motorist Failed to Yield - Signalized Intersection,10,Intersection,August,O: No Injury,Motorist Drive Through - Signalized Intersection,2017,Charlotte,Mecklenburg,Yes
105200254,No,Saturday,Non-Roadway,13,Non-Roadway,August,O: No Injury,Non-Roadway,2017,Rocky Mount,Edgecombe,No
105200331,No,Friday,Loss of Control / Turning Error,11,Intersection,August,O: No Injury,"Bicyclist Lost Control - Oversteering, Improper Braking, Speed",2017,Matthews,Mecklenburg,No
105200907,No,Thursday,Motorist Failed to Yield - Midblock,16,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2017,Greensboro,Guilford,No
