CrashID,BikeAge,BikeAgeGrp,BikeAlcDrg,BikeAlcFlg,BikeDir,BikeInjury,BikePos,BikeRace,BikeSex,DrvrAge,DrvrAgeGrp,DrvrAlcDrg,DrvrAlcFlg,DrvrInjury,DrvrRace,DrvrSex,DrvrVehTyp
104426826,19,16-19,No,No,Not Applicable,C: Possible Injury,Unknown,Black,Female,32,30-39,No,No,O: No Injury,White,Female,Sport Utility
104427881,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
104428030,29,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Sport Utility
104428204,17,16-19,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,30,30-39,No,No,O: No Injury,Black,Female,Sport Utility
104428304,62,60-69,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,30,30-39,No,No,O: No Injury,Black,Female,Passenger Car
104429261,52,50-59,"Yes-Alcohol, impairment suspected",Yes,With Traffic,O: No Injury,Travel Lane,Black,Male,28,25-29,No,No,O: No Injury,Black,Male,Police
104429852,47,40-49,No,No,Not Applicable,O: No Injury,Non-Roadway,Black,Male,57,50-59,No,No,O: No Injury,White,Female,Passenger Car
104430041,14,15-Nov,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,26,25-29,No,No,O: No Injury,White,Male,Pickup
104430377,14,15-Nov,No,No,Unknown,A: Suspected Serious Injury,Travel Lane,Hispanic,Male,18,0-19,No,No,O: No Injury,Black,Male,Passenger Car
104430663,34,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,26,25-29,Unknown,Unknown,O: No Injury,White,Female,Passenger Car
104431299,29,25-29,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,36,30-39,No,No,O: No Injury,Black,Female,Pickup
104432168,11,15-Nov,No,No,Not Applicable,A: Suspected Serious Injury,Driveway / Alley,White,Female,41,40-49,No,No,O: No Injury,White,Female,Passenger Car
104432522,15,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,65,60-69,No,No,O: No Injury,White,Female,Sport Utility
104432700,58,50-59,No,No,With Traffic,A: Suspected Serious Injury,Bike Lane / Paved Shoulder,White,Male,67,60-69,No,No,O: No Injury,White,Female,Passenger Car
104432799,27,25-29,Unknown,Unknown,With Traffic,O: No Injury,Travel Lane,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104433441,39,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,50,50-59,No,No,O: No Injury,Hispanic,Female,"Light Truck (Mini-Van, Panel)"
104433576,46,40-49,Unknown,Unknown,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,65,60-69,No,No,O: No Injury,White,Male,Passenger Car
104433623,12,15-Nov,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,68,60-69,No,No,O: No Injury,Black,Female,Passenger Car
104433985,28,25-29,"Yes-Alcohol, impairment suspected",Yes,Unknown,C: Possible Injury,Travel Lane,Hispanic,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104434599,22,20-24,No,No,Facing Traffic,C: Possible Injury,Multi-use Path,White,Male,24,20-24,No,No,O: No Injury,White,Male,Passenger Car
104434879,9,06-Oct,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,31,30-39,No,No,O: No Injury,White,Male,Unknown
104435241,56,50-59,"Yes-Alcohol, impairment suspected",Yes,With Traffic,K: Killed,Travel Lane,White,Male,79,70+,No,No,O: No Injury,White,Male,Van
104435511,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Pickup
104436073,10,06-Oct,No,No,Not Applicable,O: No Injury,Driveway / Alley,Black,Male,33,30-39,No,No,O: No Injury,White,Female,Passenger Car
104437359,18,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,64,60-69,No,No,O: No Injury,White,Female,Passenger Car
104437847,54,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,23,20-24,No,No,O: No Injury,White,Male,Passenger Car
104439044,35,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,43,40-49,No,No,O: No Injury,White,Female,Sport Utility
104439958,59,50-59,No,No,Not Applicable,C: Possible Injury,Non-Roadway,White,Male,34,30-39,No,No,O: No Injury,White,Female,Taxicab
104440683,47,40-49,No,No,Not Applicable,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104440715,44,40-49,No,No,With Traffic,O: No Injury,Bike Lane / Paved Shoulder,Asian,Male,28,25-29,No,No,O: No Injury,White,Male,Sport Utility
104441787,32,30-39,No,No,With Traffic,O: No Injury,Travel Lane,Black,Male,19,0-19,No,No,O: No Injury,Unknown/Missing,Female,Passenger Car
104444183,8,06-Oct,No,No,Unknown,Unknown Injury,Travel Lane,Hispanic,Male,26,25-29,No,No,Unknown Injury,Black,Female,Passenger Car
104444455,19,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104444871,11,15-Nov,No,No,With Traffic,C: Possible Injury,Other,White,Male,54,50-59,Unknown,Unknown,O: No Injury,White,Female,Passenger Car
104445072,13,15-Nov,No,No,Unknown,C: Possible Injury,Travel Lane,Black,Male,65,60-69,No,No,O: No Injury,Black,Female,Passenger Car
104445617,19,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,51,50-59,No,No,B: Suspected Minor Injury,White,Male,Motorcycle
104445881,53,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,22,20-24,No,No,O: No Injury,Native American,Male,Pickup
104450349,51,50-59,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,37,30-39,No,No,O: No Injury,Black,Female,Sport Utility
104450364,46,40-49,No,No,Facing Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,24,20-24,No,No,O: No Injury,White,Female,Passenger Car
104450795,58,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,59,50-59,No,No,O: No Injury,White,Female,Sport Utility
104450860,56,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,76,70+,No,No,O: No Injury,White,Male,Pickup
104451353,20,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,59,50-59,No,No,O: No Injury,White,Male,Pickup
104452020,21,20-24,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,66,60-69,No,No,O: No Injury,White,Male,Passenger Car
104452243,60,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,45,40-49,No,No,O: No Injury,Asian,Male,Van
104452755,13,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,53,50-59,No,No,O: No Injury,White,Male,"Single Unit Truck (2-Axle, 6-Tire)"
104453203,41,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,48,40-49,No,No,O: No Injury,Hispanic,Male,Pickup
104453969,25,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,26,25-29,No,No,O: No Injury,Black,Female,Passenger Car
104454550,20,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,82,70+,No,No,O: No Injury,White,Female,Passenger Car
104454691,28,25-29,No,No,With Traffic,C: Possible Injury,Multi-use Path,White,Male,41,40-49,No,No,O: No Injury,White,Female,Pickup
104455625,25,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,21,20-24,No,No,O: No Injury,Black,Female,Passenger Car
104455842,50,50-59,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,29,25-29,No,No,O: No Injury,Black,Female,Passenger Car
104456621,73,70+,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104456696,58,50-59,No,No,With Traffic,O: No Injury,Bike Lane / Paved Shoulder,White,Male,57,50-59,No,No,O: No Injury,White,Male,Van
104458211,7,06-Oct,No,No,Facing Traffic,O: No Injury,Bike Lane / Paved Shoulder,White,Female,24,20-24,No,No,O: No Injury,White,Male,Pickup
104458330,52,50-59,No,No,Unknown,O: No Injury,Other,Black,Male,21,20-24,"Yes-Alcohol, impairment suspected",Yes,O: No Injury,Black,Male,Moped
104458469,22,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,64,60-69,No,No,O: No Injury,White,Female,Passenger Car
104459332,20,20-24,No,No,Not Applicable,O: No Injury,Non-Roadway,White,Female,24,20-24,No,No,C: Possible Injury,Black,Male,Passenger Car
104459365,27,25-29,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Female,64,60-69,No,No,O: No Injury,White,Male,Van
104459521,29,25-29,No,No,With Traffic,K: Killed,Travel Lane,White,Male,21,20-24,"Yes-Drugs, impairment suspected",No,O: No Injury,Black,Male,Passenger Car
104461954,25,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104462496,36,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,20,20-24,No,No,O: No Injury,White,Male,Passenger Car
104463565,24,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,Male,37,30-39,No,No,O: No Injury,White,Male,Pickup
104463663,17,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,57,50-59,No,No,O: No Injury,White,Male,Van
104463664,53,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,76,70+,No,No,O: No Injury,Black,Male,Passenger Car
104463943,19,16-19,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,52,50-59,No,No,O: No Injury,Black,Male,Moped
104464171,66,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,85,70+,No,No,O: No Injury,White,Male,Pickup
104464487,34,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,32,30-39,No,No,O: No Injury,Hispanic,Male,Pickup
104465383,53,50-59,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,21,20-24,No,No,O: No Injury,White,Female,Passenger Car
104466018,19,16-19,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,51,50-59,No,No,O: No Injury,Black,Female,Passenger Car
104466420,38,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,19,0-19,No,No,O: No Injury,Black,Female,Passenger Car
104467061,36,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,39,30-39,No,No,O: No Injury,White,Female,Passenger Car
104467321,36,30-39,No,No,With Traffic,C: Possible Injury,Driveway / Alley,White,Female,56,50-59,No,No,O: No Injury,White,Male,Pickup
104468237,12,15-Nov,No,No,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,41,40-49,No,No,O: No Injury,White,Female,Sport Utility
104468742,21,20-24,No,No,Not Applicable,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,60,60-69,No,No,O: No Injury,White,Female,Passenger Car
104469293,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,44,40-49,No,No,O: No Injury,White,Male,Passenger Car
104469307,18,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
104471335,18,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104472304,60,60-69,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,46,40-49,No,No,O: No Injury,White,Female,Passenger Car
104472646,16,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104473602,56,50-59,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,29,25-29,No,No,O: No Injury,White,Male,Pickup
104474434,11,15-Nov,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Hispanic,Male,84,70+,No,No,O: No Injury,White,Male,"Light Truck (Mini-Van, Panel)"
104474809,25,25-29,No,No,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,45,40-49,No,No,O: No Injury,Black,Male,Passenger Car
104475027,23,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,27,25-29,No,No,O: No Injury,Black,Male,Passenger Car
104475104,34,30-39,No,No,Facing Traffic,C: Possible Injury,Unknown,White,Male,36,30-39,"Yes-Alcohol, impairment suspected",Yes,O: No Injury,Black,Male,Passenger Car
104475799,56,50-59,No,No,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,26,25-29,No,No,O: No Injury,White,Female,Sport Utility
104476279,20,20-24,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,77,70+,No,No,O: No Injury,Black,Male,Passenger Car
104477589,41,40-49,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,72,70+,No,No,O: No Injury,White,Male,Van
104478718,61,60-69,No,No,With Traffic,O: No Injury,Travel Lane,Black,Male,30,30-39,No,No,O: No Injury,White,Male,Sport Utility
104479053,45,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,41,40-49,No,No,O: No Injury,Other,Female,Van
104479059,59,50-59,No,No,With Traffic,C: Possible Injury,Other,Black,Male,39,30-39,No,No,O: No Injury,Black,Male,Sport Utility
104479522,26,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,23,20-24,Unknown,Unknown,O: No Injury,Black,Female,Passenger Car
104479647,24,20-24,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104479798,48,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,89,70+,No,No,O: No Injury,White,Male,Passenger Car
104480039,54,50-59,No,No,With Traffic,C: Possible Injury,Multi-use Path,White,Male,39,30-39,No,No,O: No Injury,White,Female,Passenger Car
104480156,14,15-Nov,No,No,Unknown,C: Possible Injury,Travel Lane,Black,Male,34,30-39,No,No,O: No Injury,Black,Male,Passenger Car
104481293,19,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Female,17,0-19,No,No,O: No Injury,White,Female,Pickup
104482048,32,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,29,25-29,No,No,O: No Injury,Black,Female,Passenger Car
104482166,66,60-69,No,No,With Traffic,K: Killed,Travel Lane,Hispanic,Male,27,25-29,No,No,O: No Injury,White,Male,Pickup
104482689,17,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104483003,18,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,51,50-59,No,No,O: No Injury,Black,Male,Sport Utility
104483014,22,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,71,70+,No,No,O: No Injury,White,Female,Passenger Car
104483196,10,06-Oct,No,No,Not Applicable,O: No Injury,Driveway / Alley,Hispanic,Female,25,25-29,No,No,O: No Injury,White,Male,Passenger Car
104488499,51,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,49,40-49,No,No,O: No Injury,White,Male,Taxicab
104488535,45,40-49,No,No,Facing Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,Black,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Sport Utility
104489602,17,16-19,No,No,With Traffic,O: No Injury,Travel Lane,White,Female,87,70+,No,No,O: No Injury,White,Female,Sport Utility
104490508,32,30-39,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,40,40-49,No,No,O: No Injury,Black,Male,Van
104490574,59,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,33,30-39,No,No,O: No Injury,Hispanic,Male,Pickup
104490613,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,59,50-59,No,No,O: No Injury,White,Male,Sport Utility
104491035,28,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
104491049,25,25-29,No,No,With Traffic,K: Killed,Travel Lane,White,Female,65,60-69,No,No,O: No Injury,White,Male,Pickup
104491539,47,40-49,No,No,Facing Traffic,C: Possible Injury,Unknown,Black,Male,32,30-39,No,No,O: No Injury,Other,Male,Tractor/Semi-Trailer
104491821,22,20-24,No,No,With Traffic,C: Possible Injury,Unknown,Black,Male,47,40-49,No,No,O: No Injury,White,Male,Sport Utility
104492630,19,16-19,No,No,Not Applicable,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Pickup
104493089,16,16-19,No,No,Not Applicable,O: No Injury,Unknown,White,Male,31,30-39,No,No,O: No Injury,White,Male,Passenger Car
104493512,999,Unknown,No,No,Facing Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,Unknown,32,30-39,No,No,O: No Injury,White,Male,Van
104493784,9,06-Oct,No,No,Not Applicable,O: No Injury,Driveway / Alley,Black,Female,34,30-39,No,No,O: No Injury,Black,Female,Passenger Car
104493986,60,60-69,Missing,Missing,Facing Traffic,O: No Injury,Travel Lane,Black,Male,999,Unknown,No,No,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104495057,21,20-24,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,25,25-29,No,No,O: No Injury,White,Male,Pickup
104495516,59,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,37,30-39,No,No,O: No Injury,White,Male,Pickup
104495818,18,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,80,70+,No,No,O: No Injury,White,Female,Passenger Car
104496216,10,06-Oct,No,No,Facing Traffic,O: No Injury,Bike Lane / Paved Shoulder,Black,Male,39,30-39,Missing,Missing,O: No Injury,Black,Male,Pickup
104496317,20,20-24,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,16,0-19,No,No,O: No Injury,White,Male,Moped
104496382,11,15-Nov,No,No,Unknown,Unknown Injury,Travel Lane,Black,Male,42,40-49,No,No,O: No Injury,White,Male,Pickup
104496767,14,15-Nov,No,No,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,21,20-24,No,No,O: No Injury,White,Male,Passenger Car
104497198,19,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,23,20-24,No,No,O: No Injury,White,Female,Passenger Car
104498301,29,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,27,25-29,No,No,O: No Injury,White,Male,"Single Unit Truck (2-Axle, 6-Tire)"
104500747,25,25-29,No,No,With Traffic,C: Possible Injury,Unknown,White,Female,28,25-29,No,No,O: No Injury,White,Male,Passenger Car
104501240,44,40-49,Unknown,Unknown,With Traffic,K: Killed,Travel Lane,Black,Female,63,60-69,No,No,O: No Injury,White,Male,Pickup
104501553,11,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,58,50-59,No,No,O: No Injury,Black,Male,Passenger Car
104501821,73,70+,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,32,30-39,No,No,O: No Injury,White,Male,Pickup
104503118,14,15-Nov,No,No,With Traffic,C: Possible Injury,Unknown,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104504577,37,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,30,30-39,No,No,O: No Injury,White,Male,Sport Utility
104505180,26,25-29,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,29,25-29,No,No,O: No Injury,Black,Female,Passenger Car
104506564,87,70+,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,87,70+,No,No,O: No Injury,Black,Male,Van
104508448,19,16-19,No,No,Not Applicable,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,25,25-29,No,No,O: No Injury,White,Female,Passenger Car
104509044,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,32,30-39,No,No,O: No Injury,Black,Male,Passenger Car
104509222,19,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,32,30-39,No,No,O: No Injury,White,Male,Passenger Car
104510552,65,60-69,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,66,60-69,No,No,O: No Injury,White,Female,Sport Utility
104510621,59,50-59,"Yes-Alcohol, impairment detected",Yes,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,50,50-59,No,No,O: No Injury,White,Female,Passenger Car
104510691,25,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,20,20-24,No,No,O: No Injury,White,Male,Sport Utility
104510937,59,50-59,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,56,50-59,No,No,O: No Injury,White,Male,Passenger Car
104512135,84,70+,No,No,Not Applicable,A: Suspected Serious Injury,Multi-use Path,White,Male,37,30-39,No,No,O: No Injury,Black,Female,Sport Utility
104512137,68,60-69,No,No,Facing Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,61,60-69,No,No,O: No Injury,White,Female,Pickup
104512520,17,16-19,Unknown,Unknown,With Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,43,40-49,Unknown,Unknown,Unknown Injury,White,Male,Pickup
104513748,39,30-39,"Yes-Alcohol, impairment suspected",Yes,With Traffic,O: No Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
104514142,59,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,48,40-49,No,No,O: No Injury,Black,Male,Passenger Car
104514591,23,20-24,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,46,40-49,No,No,O: No Injury,White,Female,Van
104515556,60,60-69,Unknown,Unknown,With Traffic,K: Killed,Travel Lane,Black,Male,78,70+,No,No,O: No Injury,White,Female,Passenger Car
104516806,46,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,30,30-39,No,No,O: No Injury,White,Male,Passenger Car
104516843,14,15-Nov,No,No,Not Applicable,O: No Injury,Non-Roadway,Black,Female,23,20-24,No,No,O: No Injury,Black,Female,Sport Utility
104517436,16,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,71,70+,No,No,O: No Injury,White,Male,Passenger Car
104518223,16,16-19,No,No,Not Applicable,O: No Injury,Non-Roadway,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
104518520,18,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,40,40-49,No,No,O: No Injury,White,Male,Passenger Car
104518861,42,40-49,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Hispanic,Male,59,50-59,No,No,O: No Injury,White,Female,Passenger Car
104519248,58,50-59,Unknown,Unknown,With Traffic,C: Possible Injury,Travel Lane,White,Male,71,70+,No,No,O: No Injury,Asian,Female,Sport Utility
104519281,60,60-69,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,46,40-49,No,No,O: No Injury,White,Male,Passenger Car
104520646,26,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,68,60-69,No,No,O: No Injury,White,Male,Passenger Car
104521678,58,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,63,60-69,No,No,O: No Injury,White,Female,Passenger Car
104521725,20,20-24,No,No,Unknown,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,37,30-39,No,No,O: No Injury,White,Female,Sport Utility
104523688,22,20-24,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,45,40-49,No,No,O: No Injury,White,Female,Sport Utility
104524922,30,30-39,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,20,20-24,No,No,O: No Injury,Black,Female,Passenger Car
104525476,58,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,45,40-49,No,No,O: No Injury,Black,Female,Passenger Car
104525801,20,20-24,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,31,30-39,No,No,O: No Injury,White,Female,Sport Utility
104525921,23,20-24,No,No,With Traffic,O: No Injury,Travel Lane,Black,Female,26,25-29,No,No,O: No Injury,Black,Male,Pickup
104526313,32,30-39,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,66,60-69,No,No,O: No Injury,White,Male,Passenger Car
104526374,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,34,30-39,No,No,O: No Injury,Black,Female,Sport Utility
104526399,25,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,55,50-59,No,No,O: No Injury,White,Male,Passenger Car
104526432,15,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,42,40-49,No,No,O: No Injury,White,Female,Passenger Car
104526487,6,06-Oct,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,72,70+,No,No,O: No Injury,Black,Female,Passenger Car
104526488,47,40-49,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,32,30-39,No,No,O: No Injury,Black,Male,Passenger Car
104527609,28,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,37,30-39,No,No,O: No Injury,White,Female,Van
104528617,22,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,18,0-19,No,No,O: No Injury,White,Female,Passenger Car
104528621,21,20-24,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,86,70+,No,No,O: No Injury,White,Male,Passenger Car
